"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-12 20:00","2021","02","12","20:00","-8.8","","-16.8","","53","","0.0","","36","","11","","16.1","","102.06","","","","-14","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-12 21:00","2021","02","12","21:00","-8.9","","-16.8","","53","","0.0","","34","","9","","16.1","","102.10","","","","-14","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-12 22:00","2021","02","12","22:00","-9.4","","-16.7","","56","","0.0","","34","","11","","16.1","","102.12","","","","-15","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-12 23:00","2021","02","12","23:00","-9.8","","-16.9","","57","","0.0","","3","","9","","16.1","","102.14","","","","-15","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-13 00:00","2021","02","13","00:00","-10.3","","-20.7","","43","","0.0","","2","","11","","16.1","","102.14","","","","-16","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-13 01:00","2021","02","13","01:00","-10.3","","-20.6","","43","","0.0","","36","","9","","16.1","","102.16","","","","-15","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-13 02:00","2021","02","13","02:00","-10.4","","-19.5","","48","","0.0","","3","","9","","16.1","","102.09","","","","-15","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-13 03:00","2021","02","13","03:00","-10.1","","-19.9","","45","","0.0","","3","","9","","16.1","","102.11","","","","-15","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-13 04:00","2021","02","13","04:00","-9.9","","-19.5","","46","","0.0","","4","","17","","16.1","","102.10","","","","-17","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-13 05:00","2021","02","13","05:00","-10.4","","-17.0","","59","","0.0","","5","","26","","16.1","","102.07","","","","-19","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-13 06:00","2021","02","13","06:00","-10.4","","-15.9","","65","","0.0","","4","","32","","16.1","","102.08","","","","-20","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-13 07:00","2021","02","13","07:00","-11.1","","-17.0","","62","","0.0","","5","","32","","16.1","","102.07","","","","-21","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-13 08:00","2021","02","13","08:00","-10.9","","-16.5","","64","","0.0","","5","","28","","16.1","","102.12","","","","-20","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-13 09:00","2021","02","13","09:00","-9.9","","-14.4","","70","","0.0","","5","","26","","16.1","","102.13","","","","-19","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-13 10:00","2021","02","13","10:00","-9.6","","-13.0","","76","","0.0","","5","","28","","16.1","","102.10","","","","-19","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-13 11:00","2021","02","13","11:00","-9.6","","-13.1","","76","","0.0","","5","","32","","16.1","","102.04","","","","-19","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-13 12:00","2021","02","13","12:00","-9.0","","-12.6","","75","","0.0","","5","","30","","6.4","","101.98","","","","-18","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-13 13:00","2021","02","13","13:00","-9.0","","-13.5","","70","","0.0","","5","","28","","16.1","","101.87","","","","-18","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-13 14:00","2021","02","13","14:00","-8.8","","-13.6","","69","","0.0","","5","","35","","16.1","","101.73","","","","-19","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-13 15:00","2021","02","13","15:00","-9.0","","-13.2","","72","","0.0","","5","","35","","6.4","","101.65","","","","-19","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-13 16:00","2021","02","13","16:00","-8.6","","-12.2","","75","","0.0","","6","","34","","16.1","","101.56","","","","-18","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-13 17:00","2021","02","13","17:00","-8.6","","-12.6","","73","","0.0","","6","","30","","16.1","","101.51","","","","-18","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-13 18:00","2021","02","13","18:00","-8.9","","-12.0","","79","","0.0","","4","","24","","2.8","","101.48","","","","-17","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-13 19:00","2021","02","13","19:00","-9.7","","-12.9","","78","","0.0","","2","","17","","3.2","","101.47","","","","-17","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-13 20:00","2021","02","13","20:00","-9.7","","-12.4","","81","","0.0","","2","","18","","3.6","","101.30","","","","-17","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-13 21:00","2021","02","13","21:00","-8.9","","-11.0","","85","","0.0","","1","","17","","2.4","","101.28","","","","-16","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-13 22:00","2021","02","13","22:00","-9.0","","-11.4","","83","","0.2","","2","","17","","2.4","","101.24","","","","-16","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-13 23:00","2021","02","13","23:00","-9.0","","-11.9","","80","","0.0","","36","","18","","14.5","","101.19","","","","-16","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-14 00:00","2021","02","14","00:00","-8.9","","-11.6","","81","","0.0","","34","","8","","3.6","","101.20","","","","-13","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-14 01:00","2021","02","14","01:00","-8.6","","-11.1","","82","","0.2","","32","","9","","16.1","","101.26","","","","-13","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-14 02:00","2021","02","14","02:00","-8.8","","-11.3","","82","","0.0","","32","","11","","16.1","","101.30","","","","-14","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-14 03:00","2021","02","14","03:00","-9.1","","-12.0","","80","","0.0","","31","","13","","16.1","","101.33","","","","-15","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-14 04:00","2021","02","14","04:00","-9.0","","-12.2","","78","","0.0","","31","","15","","16.1","","101.34","","","","-16","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-14 05:00","2021","02","14","05:00","-9.6","","-12.9","","77","","0.0","","30","","9","","16.1","","101.47","","","","-14","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-14 06:00","2021","02","14","06:00","-10.2","","-13.3","","78","","0.0","","31","","11","","16.1","","101.58","","","","-16","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-14 07:00","2021","02","14","07:00","-10.7","","-13.8","","78","","0.0","","32","","13","","16.1","","101.61","","","","-17","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-14 08:00","2021","02","14","08:00","-10.9","","-13.9","","79","","0.0","","31","","9","","16.1","","101.71","","","","-16","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-14 09:00","2021","02","14","09:00","-10.2","","-13.8","","75","","0.0","","27","","11","","16.1","","101.80","","","","-16","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-14 10:00","2021","02","14","10:00","-8.8","","-13.2","","71","","0.0","","29","","11","","16.1","","101.79","","","","-14","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-14 11:00","2021","02","14","11:00","-7.8","","-12.2","","71","","0.0","","22","","9","","16.1","","101.83","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-14 12:00","2021","02","14","12:00","-6.5","","-11.3","","69","","0.0","","24","","11","","16.1","","101.87","","","","-11","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-14 13:00","2021","02","14","13:00","-5.4","","-10.2","","69","","0.0","","21","","15","","16.1","","101.79","","","","-11","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-14 14:00","2021","02","14","14:00","-4.8","","-10.1","","67","","0.0","","21","","15","","16.1","","101.82","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-14 15:00","2021","02","14","15:00","-4.6","","-9.5","","69","","0.0","","20","","11","","16.1","","101.69","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-14 16:00","2021","02","14","16:00","-4.2","","-9.5","","67","","0.0","","19","","11","","16.1","","101.71","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-14 17:00","2021","02","14","17:00","-4.4","","-9.9","","66","","0.0","","21","","9","","16.1","","101.74","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-14 18:00","2021","02","14","18:00","-4.4","","-10.4","","63","","0.0","","22","","9","","16.1","","101.81","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-14 19:00","2021","02","14","19:00","-4.4","","-9.9","","66","","0.0","","24","","13","","16.1","","101.87","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-14 20:00","2021","02","14","20:00","-4.6","","-9.5","","69","","0.0","","28","","13","","16.1","","101.83","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-14 21:00","2021","02","14","21:00","-4.8","","-10.3","","66","","0.0","","31","","15","","16.1","","101.80","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-14 22:00","2021","02","14","22:00","-5.1","","-11.3","","62","","0.0","","32","","15","","16.1","","101.78","","","","-11","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-14 23:00","2021","02","14","23:00","-5.7","","-10.9","","67","","0.0","","32","","15","","16.1","","101.75","","","","-11","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-15 00:00","2021","02","15","00:00","-5.8","","-10.8","","68","","0.0","","31","","13","","16.1","","101.71","","","","-11","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-15 01:00","2021","02","15","01:00","-5.8","","-10.8","","68","","0.0","","32","","15","","16.1","","101.70","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-15 02:00","2021","02","15","02:00","-5.7","","-10.7","","68","","0.0","","32","","11","","16.1","","101.69","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-15 03:00","2021","02","15","03:00","-5.4","","-10.4","","68","","0.0","","31","","8","","16.1","","101.68","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-15 04:00","2021","02","15","04:00","-5.4","","-10.4","","68","","0.0","","32","","11","","16.1","","101.62","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-15 05:00","2021","02","15","05:00","-5.2","","-10.4","","67","","0.0","","32","","13","","16.1","","101.59","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-15 06:00","2021","02","15","06:00","-5.1","","-10.0","","69","","0.0","","32","","13","","16.1","","101.65","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-15 07:00","2021","02","15","07:00","-5.3","","-9.2","","74","","0.0","","32","","13","","16.1","","101.66","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-15 08:00","2021","02","15","08:00","-5.2","","-9.3","","73","","0.0","","35","","11","","16.1","","101.63","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-15 09:00","2021","02","15","09:00","-4.8","","-8.9","","73","","0.0","","32","","9","","16.1","","101.61","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-15 10:00","2021","02","15","10:00","-5.1","","-9.2","","73","","0.0","","31","","13","","16.1","","101.62","","","","-10","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-15 11:00","2021","02","15","11:00","-4.9","","-8.7","","75","","0.0","","32","","13","","16.1","","101.64","","","","-10","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-15 12:00","2021","02","15","12:00","-4.4","","-9.1","","70","","0.0","","33","","11","","16.1","","101.61","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-15 13:00","2021","02","15","13:00","-3.5","","-9.2","","65","","0.0","","7","","5","","16.1","","101.46","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-15 14:00","2021","02","15","14:00","-3.2","","-10.2","","59","","0.0","","33","","5","","16.1","","101.43","","","","-5","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-15 15:00","2021","02","15","15:00","-3.0","","-10.3","","57","","0.0","","3","","9","","16.1","","101.43","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-15 16:00","2021","02","15","16:00","-3.5","","-10.6","","58","","0.0","","36","","9","","16.1","","101.43","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-15 17:00","2021","02","15","17:00","-4.4","","-11.9","","56","","0.0","","3","","13","","16.1","","101.39","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-15 18:00","2021","02","15","18:00","-4.7","","-11.7","","58","","0.0","","2","","13","","16.1","","101.26","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-15 19:00","2021","02","15","19:00","-5.6","","-10.7","","68","","0.0","","1","","24","","11.3","","101.20","","","","-13","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-15 20:00","2021","02","15","20:00","-6.4","","-9.5","","79","","0.0","","2","","22","","4.8","","101.12","","","","-14","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-15 21:00","2021","02","15","21:00","-7.3","","-9.7","","83","","0.0","","35","","26","","2.0","","101.03","","","","-15","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-15 22:00","2021","02","15","22:00","-7.5","","-9.9","","83","","0.5","","2","","26","","2.0","","100.83","","","","-16","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-15 23:00","2021","02","15","23:00","-7.8","","-10.1","","84","","0.5","","1","","32","","1.6","","100.47","","","","-17","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-16 00:00","2021","02","16","00:00","-7.3","","-9.6","","84","","0.5","","1","","26","","2.0","","100.27","","","","-15","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-16 01:00","2021","02","16","01:00","-6.5","","-8.5","","86","","0.8","","3","","26","","1.6","","100.23","","","","-14","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-16 02:00","2021","02","16","02:00","-6.0","","-8.3","","84","","0.5","","2","","28","","2.0","","99.87","","","","-14","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-16 03:00","2021","02","16","03:00","-6.3","","-8.6","","84","","0.0","","2","","30","","2.4","","99.77","","","","-15","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-16 04:00","2021","02","16","04:00","-7.3","","-9.4","","85","","0.5","","35","","28","","1.2","","99.70","","","","-16","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-16 05:00","2021","02","16","05:00","-7.7","","-10.0","","84","","0.8","","1","","24","","1.6","","99.71","","","","-16","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-16 06:00","2021","02","16","06:00","-7.8","","-11.0","","78","","0.0","","1","","24","","6.4","","99.65","","","","-16","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-16 07:00","2021","02","16","07:00","-8.0","","-12.0","","73","","0.0","","35","","21","","12.9","","99.58","","","","-16","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-16 08:00","2021","02","16","08:00","-8.4","","-12.8","","71","","0.0","","1","","18","","16.1","","99.61","","","","-15","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-16 09:00","2021","02","16","09:00","-8.9","","-13.1","","72","","0.0","","35","","18","","14.5","","99.64","","","","-16","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-16 10:00","2021","02","16","10:00","-9.4","","-13.4","","73","","0.0","","34","","26","","16.1","","99.67","","","","-18","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-16 11:00","2021","02","16","11:00","-9.6","","-13.9","","71","","0.0","","35","","26","","11.3","","99.69","","","","-18","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-16 12:00","2021","02","16","12:00","-9.1","","-13.9","","68","","0.0","","32","","22","","14.5","","99.81","","","","-17","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-16 13:00","2021","02","16","13:00","-9.0","","-13.9","","68","","0.0","","32","","21","","11.3","","99.90","","","","-17","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-16 14:00","2021","02","16","14:00","-8.5","","-13.0","","71","","0.0","","30","","21","","16.1","","99.95","","","","-16","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-16 15:00","2021","02","16","15:00","-7.3","","-12.9","","65","","0.0","","29","","22","","16.1","","100.07","","","","-15","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-16 16:00","2021","02","16","16:00","-6.6","","-12.5","","63","","0.0","","30","","13","","16.1","","100.24","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-16 17:00","2021","02","16","17:00","-6.3","","-11.7","","66","","0.0","","29","","24","","16.1","","100.38","","","","-14","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-16 18:00","2021","02","16","18:00","-7.8","","-13.8","","62","","0.0","","30","","24","","16.1","","100.53","","","","-16","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-16 19:00","2021","02","16","19:00","-8.5","","-15.0","","60","","0.0","","29","","26","","16.1","","100.69","","","","-17","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-16 20:00","2021","02","16","20:00","-9.1","","-15.1","","62","","0.0","","29","","21","","16.1","","100.86","","","","-17","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-16 21:00","2021","02","16","21:00","-9.9","","-15.5","","64","","0.0","","28","","22","","16.1","","100.97","","","","-18","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-16 22:00","2021","02","16","22:00","-10.4","","-15.2","","68","","0.0","","29","","17","","16.1","","101.18","","","","-18","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-16 23:00","2021","02","16","23:00","-10.7","","-15.3","","69","","0.0","","30","","11","","16.1","","101.27","","","","-16","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-17 00:00","2021","02","17","00:00","-10.8","","-15.1","","71","","0.0","","29","","8","","16.1","","101.35","","","","-15","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-17 01:00","2021","02","17","01:00","-10.7","","-15.5","","68","","0.0","","29","","11","","16.1","","101.45","","","","-16","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-17 02:00","2021","02","17","02:00","-11.2","","-16.3","","66","","0.0","","29","","15","","16.1","","101.52","","","","-18","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-17 03:00","2021","02","17","03:00","-12.7","","-17.6","","67","","0.0","","25","","11","","16.1","","101.55","","","","-19","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-17 04:00","2021","02","17","04:00","-11.2","","-15.7","","70","","0.0","","30","","8","","16.1","","101.62","","","","-16","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-17 05:00","2021","02","17","05:00","-10.6","","-14.4","","74","","0.0","","28","","8","","16.1","","101.73","","","","-15","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-17 06:00","2021","02","17","06:00","-9.8","","-13.3","","76","","0.0","","28","","8","","16.1","","101.87","","","","-14","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-17 07:00","2021","02","17","07:00","-9.6","","-13.6","","73","","0.0","","29","","11","","16.1","","101.91","","","","-15","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-17 08:00","2021","02","17","08:00","-8.7","","-14.2","","65","","0.0","","29","","15","","16.1","","101.95","","","","-15","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-17 09:00","2021","02","17","09:00","-6.9","","-14.2","","57","","0.0","","28","","15","","16.1","","102.04","","","","-13","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-17 10:00","2021","02","17","10:00","-5.6","","-14.2","","51","","0.0","","28","","18","","16.1","","102.03","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-17 11:00","2021","02","17","11:00","-4.8","","-13.0","","53","","0.0","","26","","17","","16.1","","102.04","","","","-11","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-17 12:00","2021","02","17","12:00","-4.3","","-13.5","","49","","0.0","","23","","17","","16.1","","102.07","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-17 13:00","2021","02","17","13:00","-4.0","","-13.8","","47","","0.0","","26","","18","","16.1","","102.06","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-17 14:00","2021","02","17","14:00","-3.4","","-11.9","","52","","0.0","","22","","18","","16.1","","102.05","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-17 15:00","2021","02","17","15:00","-3.9","","-11.7","","55","","0.0","","23","","21","","16.1","","102.11","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-17 16:00","2021","02","17","16:00","-3.9","","-13.7","","47","","0.0","","25","","9","","16.1","","102.12","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-17 17:00","2021","02","17","17:00","-4.0","","-12.5","","52","","0.0","","24","","11","","16.1","","102.05","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-17 18:00","2021","02","17","18:00","-4.1","","-12.8","","51","","0.0","","27","","11","","16.1","","102.02","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-17 19:00","2021","02","17","19:00","-4.4","","-11.7","","57","","0.0","","27","","11","","16.1","","102.15","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-17 20:00","2021","02","17","20:00","-4.4","","-12.4","","54","","0.0","","32","","15","","16.1","","102.18","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-17 21:00","2021","02","17","21:00","-4.8","","-11.9","","58","","0.0","","32","","13","","16.1","","102.18","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-17 22:00","2021","02","17","22:00","-5.0","","-11.5","","61","","0.0","","32","","9","","16.1","","102.24","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-17 23:00","2021","02","17","23:00","-5.0","","-12.3","","57","","0.0","","32","","9","","16.1","","102.23","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-18 00:00","2021","02","18","00:00","-5.2","","-12.7","","56","","0.0","","33","","5","","16.1","","102.20","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-18 01:00","2021","02","18","01:00","-4.7","","-13.1","","52","","0.0","","36","","9","","16.1","","102.26","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-18 02:00","2021","02","18","02:00","-4.9","","-12.8","","54","","0.0","","1","","17","","16.1","","102.27","","","","-11","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-18 03:00","2021","02","18","03:00","-5.0","","-12.5","","56","","0.0","","1","","13","","16.1","","102.21","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-18 04:00","2021","02","18","04:00","-4.8","","-12.1","","57","","0.0","","5","","21","","16.1","","102.21","","","","-11","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-18 05:00","2021","02","18","05:00","-4.7","","-11.8","","58","","0.0","","5","","24","","16.1","","102.19","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-18 06:00","2021","02","18","06:00","-4.7","","-11.5","","59","","0.0","","4","","28","","16.1","","102.13","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-18 07:00","2021","02","18","07:00","-5.0","","-11.9","","59","","0.0","","5","","24","","16.1","","102.09","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-18 08:00","2021","02","18","08:00","-4.7","","-11.1","","61","","0.0","","4","","24","","16.1","","102.05","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-18 09:00","2021","02","18","09:00","-4.4","","-9.6","","67","","0.0","","5","","28","","16.1","","101.99","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-18 10:00","2021","02","18","10:00","-3.6","","-7.0","","78","","0.0","","5","","34","","16.1","","101.94","","","","-12","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-18 11:00","2021","02","18","11:00","-3.7","","-7.5","","75","","0.0","","5","","32","","16.1","","101.92","","","","-12","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-18 12:00","2021","02","18","12:00","-3.5","","-7.7","","73","","0.0","","5","","28","","16.1","","101.89","","","","-11","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-18 13:00","2021","02","18","13:00","-3.4","","-7.2","","75","","0.0","","5","","32","","12.9","","101.86","","","","-11","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-18 14:00","2021","02","18","14:00","-3.6","","-4.9","","91","","0.0","","8","","21","","1.6","","101.83","","","","-10","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-18 15:00","2021","02","18","15:00","-2.9","","-5.1","","85","","0.0","","9","","21","","6.4","","101.80","","","","-9","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-18 16:00","2021","02","18","16:00","-2.9","","-5.7","","81","","0.0","","8","","22","","14.5","","101.79","","","","-9","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-18 17:00","2021","02","18","17:00","-2.8","","-6.1","","78","","0.0","","8","","18","","16.1","","101.72","","","","-8","","NA"
