,Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time (LST),Year,Month,Day,Time (LST),Temp (°C),Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Precip. Amount (mm),Precip. Amount Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
965,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-12 05:00,2021,2,12,05:00,-11.0,,-18.1,,56,,0.0,,3.0,,17.0,,16.1,,102.14,,,,-18.0,,
966,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-12 06:00,2021,2,12,06:00,-11.7,,-18.6,,57,,0.0,,3.0,,17.0,,16.1,,102.15,,,,-19.0,,Snow
967,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-12 07:00,2021,2,12,07:00,-12.3,,-15.7,,76,,0.0,,2.0,,21.0,,4.0,,102.16,,,,-21.0,,Snow
968,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-12 08:00,2021,2,12,08:00,-12.6,,-16.0,,76,,0.0,,3.0,,18.0,,3.6,,102.15,,,,-21.0,,Snow
969,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-12 09:00,2021,2,12,09:00,-12.6,,-16.1,,75,,0.0,,5.0,,22.0,,4.8,,102.15,,,,-22.0,,Snow
970,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-12 10:00,2021,2,12,10:00,-12.0,,-14.9,,79,,0.0,,5.0,,26.0,,2.8,,102.07,,,,-22.0,,Snow
971,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-12 11:00,2021,2,12,11:00,-11.5,,-14.7,,78,,0.0,,5.0,,26.0,,4.0,,102.04,,,,-21.0,,Snow
972,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-12 12:00,2021,2,12,12:00,-11.0,,-14.6,,75,,0.0,,5.0,,18.0,,4.8,,102.05,,,,-19.0,,Snow
973,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-12 13:00,2021,2,12,13:00,-10.0,,-13.6,,75,,0.0,,5.0,,17.0,,4.8,,101.97,,,,-17.0,,Snow
974,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-12 14:00,2021,2,12,14:00,-9.0,,-12.8,,74,,0.0,,6.0,,17.0,,16.1,,101.99,,,,-16.0,,Snow
975,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-12 15:00,2021,2,12,15:00,-8.0,,-11.7,,75,,0.0,,5.0,,21.0,,4.8,,101.87,,,,-16.0,,Snow
976,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-12 16:00,2021,2,12,16:00,-7.8,,-13.1,,66,,0.0,,6.0,,15.0,,16.1,,101.92,,,,-14.0,,Snow
977,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-12 17:00,2021,2,12,17:00,-8.3,,-14.6,,61,,0.0,,5.0,,13.0,,16.1,,101.94,,,,-14.0,,
978,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-12 18:00,2021,2,12,18:00,-8.6,,-15.5,,58,,0.0,,4.0,,11.0,,16.1,,102.01,,,,-14.0,,
979,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-12 19:00,2021,2,12,19:00,-8.8,,-16.0,,56,,0.0,,6.0,,15.0,,16.1,,102.05,,,,-15.0,,
980,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-12 20:00,2021,2,12,20:00,-8.8,,-16.8,,53,,0.0,,36.0,,11.0,,16.1,,102.06,,,,-14.0,,
981,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-12 21:00,2021,2,12,21:00,-8.9,,-16.8,,53,,0.0,,34.0,,9.0,,16.1,,102.1,,,,-14.0,,
982,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-12 22:00,2021,2,12,22:00,-9.4,,-16.7,,56,,0.0,,34.0,,11.0,,16.1,,102.12,,,,-15.0,,
983,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-12 23:00,2021,2,12,23:00,-9.8,,-16.9,,57,,0.0,,3.0,,9.0,,16.1,,102.14,,,,-15.0,,
984,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-13 00:00,2021,2,13,00:00,-10.3,,-20.7,,43,,0.0,,2.0,,11.0,,16.1,,102.14,,,,-16.0,,
985,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-13 01:00,2021,2,13,01:00,-10.3,,-20.6,,43,,0.0,,36.0,,9.0,,16.1,,102.16,,,,-15.0,,
986,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-13 02:00,2021,2,13,02:00,-10.4,,-19.5,,48,,0.0,,3.0,,9.0,,16.1,,102.09,,,,-15.0,,
987,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-13 03:00,2021,2,13,03:00,-10.1,,-19.9,,45,,0.0,,3.0,,9.0,,16.1,,102.11,,,,-15.0,,
988,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-13 04:00,2021,2,13,04:00,-9.9,,-19.5,,46,,0.0,,4.0,,17.0,,16.1,,102.1,,,,-17.0,,
989,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-13 05:00,2021,2,13,05:00,-10.4,,-17.0,,59,,0.0,,5.0,,26.0,,16.1,,102.07,,,,-19.0,,
990,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-13 06:00,2021,2,13,06:00,-10.4,,-15.9,,65,,0.0,,4.0,,32.0,,16.1,,102.08,,,,-20.0,,
991,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-13 07:00,2021,2,13,07:00,-11.1,,-17.0,,62,,0.0,,5.0,,32.0,,16.1,,102.07,,,,-21.0,,Snow
992,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-13 08:00,2021,2,13,08:00,-10.9,,-16.5,,64,,0.0,,5.0,,28.0,,16.1,,102.12,,,,-20.0,,Snow
993,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-13 09:00,2021,2,13,09:00,-9.9,,-14.4,,70,,0.0,,5.0,,26.0,,16.1,,102.13,,,,-19.0,,Snow
994,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-13 10:00,2021,2,13,10:00,-9.6,,-13.0,,76,,0.0,,5.0,,28.0,,16.1,,102.1,,,,-19.0,,Snow
995,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-13 11:00,2021,2,13,11:00,-9.6,,-13.1,,76,,0.0,,5.0,,32.0,,16.1,,102.04,,,,-19.0,,Snow
996,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-13 12:00,2021,2,13,12:00,-9.0,,-12.6,,75,,0.0,,5.0,,30.0,,6.4,,101.98,,,,-18.0,,Snow
997,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-13 13:00,2021,2,13,13:00,-9.0,,-13.5,,70,,0.0,,5.0,,28.0,,16.1,,101.87,,,,-18.0,,Snow
998,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-13 14:00,2021,2,13,14:00,-8.8,,-13.6,,69,,0.0,,5.0,,35.0,,16.1,,101.73,,,,-19.0,,Snow
999,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-13 15:00,2021,2,13,15:00,-9.0,,-13.2,,72,,0.0,,5.0,,35.0,,6.4,,101.65,,,,-19.0,,Snow
1000,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-13 16:00,2021,2,13,16:00,-8.6,,-12.2,,75,,0.0,,6.0,,34.0,,16.1,,101.56,,,,-18.0,,Snow
1001,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-13 17:00,2021,2,13,17:00,-8.6,,-12.6,,73,,0.0,,6.0,,30.0,,16.1,,101.51,,,,-18.0,,Snow
1002,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-13 18:00,2021,2,13,18:00,-8.9,,-12.0,,79,,0.0,,4.0,,24.0,,2.8,,101.48,,,,-17.0,,Snow
1003,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-13 19:00,2021,2,13,19:00,-9.7,,-12.9,,78,,0.0,,2.0,,17.0,,3.2,,101.47,,,,-17.0,,Snow
1004,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-13 20:00,2021,2,13,20:00,-9.7,,-12.4,,81,,0.0,,2.0,,18.0,,3.6,,101.3,,,,-17.0,,Snow
1005,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-13 21:00,2021,2,13,21:00,-8.9,,-11.0,,85,,0.0,,1.0,,17.0,,2.4,,101.28,,,,-16.0,,Snow
1006,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-13 22:00,2021,2,13,22:00,-9.0,,-11.4,,83,,0.2,,2.0,,17.0,,2.4,,101.24,,,,-16.0,,Snow
1007,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-13 23:00,2021,2,13,23:00,-9.0,,-11.9,,80,,0.0,,36.0,,18.0,,14.5,,101.19,,,,-16.0,,Snow
1008,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-14 00:00,2021,2,14,00:00,-8.9,,-11.6,,81,,0.0,,34.0,,8.0,,3.6,,101.2,,,,-13.0,,Snow
1009,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-14 01:00,2021,2,14,01:00,-8.6,,-11.1,,82,,0.2,,32.0,,9.0,,16.1,,101.26,,,,-13.0,,Snow
1010,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-14 02:00,2021,2,14,02:00,-8.8,,-11.3,,82,,0.0,,32.0,,11.0,,16.1,,101.3,,,,-14.0,,Snow
1011,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-14 03:00,2021,2,14,03:00,-9.1,,-12.0,,80,,0.0,,31.0,,13.0,,16.1,,101.33,,,,-15.0,,Snow
1012,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-14 04:00,2021,2,14,04:00,-9.0,,-12.2,,78,,0.0,,31.0,,15.0,,16.1,,101.34,,,,-16.0,,Snow
1013,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-14 05:00,2021,2,14,05:00,-9.6,,-12.9,,77,,0.0,,30.0,,9.0,,16.1,,101.47,,,,-14.0,,Snow
1014,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-14 06:00,2021,2,14,06:00,-10.2,,-13.3,,78,,0.0,,31.0,,11.0,,16.1,,101.58,,,,-16.0,,
1015,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-14 07:00,2021,2,14,07:00,-10.7,,-13.8,,78,,0.0,,32.0,,13.0,,16.1,,101.61,,,,-17.0,,
1016,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-14 08:00,2021,2,14,08:00,-10.9,,-13.9,,79,,0.0,,31.0,,9.0,,16.1,,101.71,,,,-16.0,,
1017,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-14 09:00,2021,2,14,09:00,-10.2,,-13.8,,75,,0.0,,27.0,,11.0,,16.1,,101.8,,,,-16.0,,
1018,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-14 10:00,2021,2,14,10:00,-8.8,,-13.2,,71,,0.0,,29.0,,11.0,,16.1,,101.79,,,,-14.0,,
1019,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-14 11:00,2021,2,14,11:00,-7.8,,-12.2,,71,,0.0,,22.0,,9.0,,16.1,,101.83,,,,-12.0,,
1020,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-14 12:00,2021,2,14,12:00,-6.5,,-11.3,,69,,0.0,,24.0,,11.0,,16.1,,101.87,,,,-11.0,,
1021,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-14 13:00,2021,2,14,13:00,-5.4,,-10.2,,69,,0.0,,21.0,,15.0,,16.1,,101.79,,,,-11.0,,
1022,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-14 14:00,2021,2,14,14:00,-4.8,,-10.1,,67,,0.0,,21.0,,15.0,,16.1,,101.82,,,,-10.0,,
1023,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-14 15:00,2021,2,14,15:00,-4.6,,-9.5,,69,,0.0,,20.0,,11.0,,16.1,,101.69,,,,-9.0,,
1024,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-14 16:00,2021,2,14,16:00,-4.2,,-9.5,,67,,0.0,,19.0,,11.0,,16.1,,101.71,,,,-9.0,,
1025,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-14 17:00,2021,2,14,17:00,-4.4,,-9.9,,66,,0.0,,21.0,,9.0,,16.1,,101.74,,,,-8.0,,
1026,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-14 18:00,2021,2,14,18:00,-4.4,,-10.4,,63,,0.0,,22.0,,9.0,,16.1,,101.81,,,,-8.0,,
1027,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-14 19:00,2021,2,14,19:00,-4.4,,-9.9,,66,,0.0,,24.0,,13.0,,16.1,,101.87,,,,-9.0,,
1028,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-14 20:00,2021,2,14,20:00,-4.6,,-9.5,,69,,0.0,,28.0,,13.0,,16.1,,101.83,,,,-10.0,,
1029,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-14 21:00,2021,2,14,21:00,-4.8,,-10.3,,66,,0.0,,31.0,,15.0,,16.1,,101.8,,,,-10.0,,
1030,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-14 22:00,2021,2,14,22:00,-5.1,,-11.3,,62,,0.0,,32.0,,15.0,,16.1,,101.78,,,,-11.0,,
1031,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-14 23:00,2021,2,14,23:00,-5.7,,-10.9,,67,,0.0,,32.0,,15.0,,16.1,,101.75,,,,-11.0,,
1032,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-15 00:00,2021,2,15,00:00,-5.8,,-10.8,,68,,0.0,,31.0,,13.0,,16.1,,101.71,,,,-11.0,,
1033,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-15 01:00,2021,2,15,01:00,-5.8,,-10.8,,68,,0.0,,32.0,,15.0,,16.1,,101.7,,,,-12.0,,
1034,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-15 02:00,2021,2,15,02:00,-5.7,,-10.7,,68,,0.0,,32.0,,11.0,,16.1,,101.69,,,,-10.0,,
1035,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-15 03:00,2021,2,15,03:00,-5.4,,-10.4,,68,,0.0,,31.0,,8.0,,16.1,,101.68,,,,-9.0,,
1036,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-15 04:00,2021,2,15,04:00,-5.4,,-10.4,,68,,0.0,,32.0,,11.0,,16.1,,101.62,,,,-10.0,,
1037,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-15 05:00,2021,2,15,05:00,-5.2,,-10.4,,67,,0.0,,32.0,,13.0,,16.1,,101.59,,,,-10.0,,
1038,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-15 06:00,2021,2,15,06:00,-5.1,,-10.0,,69,,0.0,,32.0,,13.0,,16.1,,101.65,,,,-10.0,,
1039,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-15 07:00,2021,2,15,07:00,-5.3,,-9.2,,74,,0.0,,32.0,,13.0,,16.1,,101.66,,,,-10.0,,
1040,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-15 08:00,2021,2,15,08:00,-5.2,,-9.3,,73,,0.0,,35.0,,11.0,,16.1,,101.63,,,,-10.0,,
1041,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-15 09:00,2021,2,15,09:00,-4.8,,-8.9,,73,,0.0,,32.0,,9.0,,16.1,,101.61,,,,-9.0,,
1042,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-15 10:00,2021,2,15,10:00,-5.1,,-9.2,,73,,0.0,,31.0,,13.0,,16.1,,101.62,,,,-10.0,,Snow
1043,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-15 11:00,2021,2,15,11:00,-4.9,,-8.7,,75,,0.0,,32.0,,13.0,,16.1,,101.64,,,,-10.0,,Snow
1044,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-15 12:00,2021,2,15,12:00,-4.4,,-9.1,,70,,0.0,,33.0,,11.0,,16.1,,101.61,,,,-9.0,,
1045,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-15 13:00,2021,2,15,13:00,-3.5,,-9.2,,65,,0.0,,7.0,,5.0,,16.1,,101.46,,,,-6.0,,
1046,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-15 14:00,2021,2,15,14:00,-3.2,,-10.2,,59,,0.0,,33.0,,5.0,,16.1,,101.43,,,,-5.0,,
1047,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-15 15:00,2021,2,15,15:00,-3.0,,-10.3,,57,,0.0,,3.0,,9.0,,16.1,,101.43,,,,-7.0,,
1048,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-15 16:00,2021,2,15,16:00,-3.5,,-10.6,,58,,0.0,,36.0,,9.0,,16.1,,101.43,,,,-7.0,,
1049,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-15 17:00,2021,2,15,17:00,-4.4,,-11.9,,56,,0.0,,3.0,,13.0,,16.1,,101.39,,,,-9.0,,
1050,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-15 18:00,2021,2,15,18:00,-4.7,,-11.7,,58,,0.0,,2.0,,13.0,,16.1,,101.26,,,,-10.0,,
1051,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-15 19:00,2021,2,15,19:00,-5.6,,-10.7,,68,,0.0,,1.0,,24.0,,11.3,,101.2,,,,-13.0,,Snow
1052,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-15 20:00,2021,2,15,20:00,-6.4,,-9.5,,79,,0.0,,2.0,,22.0,,4.8,,101.12,,,,-14.0,,Snow
1053,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-15 21:00,2021,2,15,21:00,-7.3,,-9.7,,83,,0.0,,35.0,,26.0,,2.0,,101.03,,,,-15.0,,Snow
1054,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-15 22:00,2021,2,15,22:00,-7.5,,-9.9,,83,,0.5,,2.0,,26.0,,2.0,,100.83,,,,-16.0,,Snow
1055,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-15 23:00,2021,2,15,23:00,-7.8,,-10.1,,84,,0.5,,1.0,,32.0,,1.6,,100.47,,,,-17.0,,Snow
1056,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-16 00:00,2021,2,16,00:00,-7.3,,-9.6,,84,,0.5,,1.0,,26.0,,2.0,,100.27,,,,-15.0,,Snow
1057,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-16 01:00,2021,2,16,01:00,-6.5,,-8.5,,86,,0.8,,3.0,,26.0,,1.6,,100.23,,,,-14.0,,Snow
1058,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-16 02:00,2021,2,16,02:00,-6.0,,-8.3,,84,,0.5,,2.0,,28.0,,2.0,,99.87,,,,-14.0,,Snow
1059,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-16 03:00,2021,2,16,03:00,-6.3,,-8.6,,84,,0.0,,2.0,,30.0,,2.4,,99.77,,,,-15.0,,Snow
1060,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-16 04:00,2021,2,16,04:00,-7.3,,-9.4,,85,,0.5,,35.0,,28.0,,1.2,,99.7,,,,-16.0,,Snow
1061,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-16 05:00,2021,2,16,05:00,-7.7,,-10.0,,84,,0.8,,1.0,,24.0,,1.6,,99.71,,,,-16.0,,Snow
1062,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-16 06:00,2021,2,16,06:00,-7.8,,-11.0,,78,,0.0,,1.0,,24.0,,6.4,,99.65,,,,-16.0,,Snow
1063,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-16 07:00,2021,2,16,07:00,-8.0,,-12.0,,73,,0.0,,35.0,,21.0,,12.9,,99.58,,,,-16.0,,Snow
1064,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-16 08:00,2021,2,16,08:00,-8.4,,-12.8,,71,,0.0,,1.0,,18.0,,16.1,,99.61,,,,-15.0,,Snow
1065,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-16 09:00,2021,2,16,09:00,-8.9,,-13.1,,72,,0.0,,35.0,,18.0,,14.5,,99.64,,,,-16.0,,Snow
1066,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-16 10:00,2021,2,16,10:00,-9.4,,-13.4,,73,,0.0,,34.0,,26.0,,16.1,,99.67,,,,-18.0,,Snow
1067,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-16 11:00,2021,2,16,11:00,-9.6,,-13.9,,71,,0.0,,35.0,,26.0,,11.3,,99.69,,,,-18.0,,Snow
1068,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-16 12:00,2021,2,16,12:00,-9.1,,-13.9,,68,,0.0,,32.0,,22.0,,14.5,,99.81,,,,-17.0,,Snow
1069,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-16 13:00,2021,2,16,13:00,-9.0,,-13.9,,68,,0.0,,32.0,,21.0,,11.3,,99.9,,,,-17.0,,Snow
1070,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-16 14:00,2021,2,16,14:00,-8.5,,-13.0,,71,,0.0,,30.0,,21.0,,16.1,,99.95,,,,-16.0,,Snow
1071,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-16 15:00,2021,2,16,15:00,-7.3,,-12.9,,65,,0.0,,29.0,,22.0,,16.1,,100.07,,,,-15.0,,Snow
1072,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-16 16:00,2021,2,16,16:00,-6.6,,-12.5,,63,,0.0,,30.0,,13.0,,16.1,,100.24,,,,-12.0,,
1073,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-16 17:00,2021,2,16,17:00,-6.3,,-11.7,,66,,0.0,,29.0,,24.0,,16.1,,100.38,,,,-14.0,,Snow
1074,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-16 18:00,2021,2,16,18:00,-7.8,,-13.8,,62,,0.0,,30.0,,24.0,,16.1,,100.53,,,,-16.0,,
1075,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-16 19:00,2021,2,16,19:00,-8.5,,-15.0,,60,,0.0,,29.0,,26.0,,16.1,,100.69,,,,-17.0,,
1076,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-16 20:00,2021,2,16,20:00,-9.1,,-15.1,,62,,0.0,,29.0,,21.0,,16.1,,100.86,,,,-17.0,,
1077,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-16 21:00,2021,2,16,21:00,-9.9,,-15.5,,64,,0.0,,28.0,,22.0,,16.1,,100.97,,,,-18.0,,
1078,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-16 22:00,2021,2,16,22:00,-10.4,,-15.2,,68,,0.0,,29.0,,17.0,,16.1,,101.18,,,,-18.0,,
1079,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-16 23:00,2021,2,16,23:00,-10.7,,-15.3,,69,,0.0,,30.0,,11.0,,16.1,,101.27,,,,-16.0,,
1080,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-17 00:00,2021,2,17,00:00,-10.8,,-15.1,,71,,0.0,,29.0,,8.0,,16.1,,101.35,,,,-15.0,,
1081,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-17 01:00,2021,2,17,01:00,-10.7,,-15.5,,68,,0.0,,29.0,,11.0,,16.1,,101.45,,,,-16.0,,
1082,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-17 02:00,2021,2,17,02:00,-11.2,,-16.3,,66,,0.0,,29.0,,15.0,,16.1,,101.52,,,,-18.0,,
1083,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-17 03:00,2021,2,17,03:00,-12.7,,-17.6,,67,,0.0,,25.0,,11.0,,16.1,,101.55,,,,-19.0,,
1084,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-17 04:00,2021,2,17,04:00,-11.2,,-15.7,,70,,0.0,,30.0,,8.0,,16.1,,101.62,,,,-16.0,,
1085,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-17 05:00,2021,2,17,05:00,-10.6,,-14.4,,74,,0.0,,28.0,,8.0,,16.1,,101.73,,,,-15.0,,
1086,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-17 06:00,2021,2,17,06:00,-9.8,,-13.3,,76,,0.0,,28.0,,8.0,,16.1,,101.87,,,,-14.0,,
1087,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-17 07:00,2021,2,17,07:00,-9.6,,-13.6,,73,,0.0,,29.0,,11.0,,16.1,,101.91,,,,-15.0,,
1088,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-17 08:00,2021,2,17,08:00,-8.7,,-14.2,,65,,0.0,,29.0,,15.0,,16.1,,101.95,,,,-15.0,,
1089,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-17 09:00,2021,2,17,09:00,-6.9,,-14.2,,57,,0.0,,28.0,,15.0,,16.1,,102.04,,,,-13.0,,
1090,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-17 10:00,2021,2,17,10:00,-5.6,,-14.2,,51,,0.0,,28.0,,18.0,,16.1,,102.03,,,,-12.0,,
1091,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-17 11:00,2021,2,17,11:00,-4.8,,-13.0,,53,,0.0,,26.0,,17.0,,16.1,,102.04,,,,-11.0,,
1092,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-17 12:00,2021,2,17,12:00,-4.3,,-13.5,,49,,0.0,,23.0,,17.0,,16.1,,102.07,,,,-10.0,,
1093,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-17 13:00,2021,2,17,13:00,-4.0,,-13.8,,47,,0.0,,26.0,,18.0,,16.1,,102.06,,,,-10.0,,
1094,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-17 14:00,2021,2,17,14:00,-3.4,,-11.9,,52,,0.0,,22.0,,18.0,,16.1,,102.05,,,,-9.0,,
1095,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-17 15:00,2021,2,17,15:00,-3.9,,-11.7,,55,,0.0,,23.0,,21.0,,16.1,,102.11,,,,-10.0,,
1096,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-17 16:00,2021,2,17,16:00,-3.9,,-13.7,,47,,0.0,,25.0,,9.0,,16.1,,102.12,,,,-8.0,,
1097,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-17 17:00,2021,2,17,17:00,-4.0,,-12.5,,52,,0.0,,24.0,,11.0,,16.1,,102.05,,,,-8.0,,
1098,-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-02-17 18:00,2021,2,17,18:00,-4.1,,-12.8,,51,,0.0,,27.0,,11.0,,16.1,,102.02,,,,-9.0,,
